,X_sentences,Y,Y_decision,Y_confidence
837,Hi Eric :),0,-3.9272947116483197,3.9272947116483197
4470,Nice! Interesting to see the changes. Thanks.,0,-3.9250519868080422,3.9250519868080422
233,"“Crying racism has become a knee jerk reaction, with blacks and libs.”
You are a dumb and rude person. 

There is no way you can prove your idiotic statement. You base your stupid argument on that very stupid statement.

Grow up.",1,3.8935625892812373,3.8935625892812373
2452,"I don't remember having vog ""back in the day"".  Unless my ""back in the day"" was waaaay before yours.",0,-3.887763660586402,3.887763660586402
142,Trump is one stupid man,1,3.8611918060017,3.8611918060017
573,"This article is so short, we're only getting a snapshot of his life.  Not sure if we can fairly judge how much social interaction he had to trade off?  I didn't go downtown very much during school either and just hung around my department's study hall which was party central when it wasn't exam time and I made some pretty good friends during my summer jobs.",0,-3.8533403546694522,3.8533403546694522
874,The IRLY Building Centre in my tiny town in the BC Interior just became a Home Hardware. I'm hoping they start stocking some of those 'Only at Home Hardware' products I see in the TV adverts.,0,-3.812874968187721,3.812874968187721
2516,"We are practiced in a 'religious' faith that is received from top-down -- not so much a faith that is conscience-based, compelled by truth-sense, authentically people-owned and welling from the ground-up.
What should happen is for conscience to well-up from the people who are practiced in faith/hope/ love: faith that is grounded in understanding the authentic connectedness of all life; hope that is justified in authentically informed consciousness of life's universal relatedness; and love that is solidly grounded in the sense of mutual and personal obligation to one another and all other;
except for these, people-based faith, hope and love, chaos prevails. It's for institutions, churches included, to recognize and authenticate people in faith/hope/love, communication/consciousness/conscience - the trinitarian dynamic of godlikeness. In this endeavor, churches must be of one mind - as to the oneness-thinking of churches, there's a long way to go! what hurts to say, but is true.",0,-3.7704744831081527,3.7704744831081527
1858,"Unfortunately, I was not at this meeting, so I do not know what was truly discussed.",0,-3.7654042366371945,3.7654042366371945
3651,"I like the words of Jesus more.

""My Father is always at his work to this very day, and I too am working.""",0,-3.763746567244321,3.763746567244321
4229,"Ken_Conklin, Social justice is justice applied to the societal level.  You have your own idea of what a church should be.  Different churches are, of course, different.  Consistent with your idea, some churches are focused on praying to God.  Other churches, however, also apply their religious principles to the larger world.  They want to make the world a better place for everyone.  By the way, you either haven't been to the Church of the Crossroads or your powers of observation are weak.",0,-3.7503603050328227,3.7503603050328227
768,"I am speaking of Divine Revelation  as the Church teaches, as it reads in my post above that you quote. What you call inspiration for the Scriptures is Divine Revelation given to the scripture writers by the Holy Spirit.  That is what the Church has taught from the beginning .",0,-3.749628394865205,3.749628394865205
1499,"The Daily Stormer wasn't forced offline but to access it you need a tor browser. 

Just sayin' is all.",0,-3.698339645145359,3.698339645145359
3660,"I don't usually roll through all the posts, but I wanted to see if anyone recognized that much of what is mentioned is what 'compelled' Vatican II to acknowledge the presence of the laity who had for decades - or more - simply looked at the back of the priest, who whispered in Latin , in a building that was designed for visual impact not --- acoustics. There was a massive pipe organ that drowned out everything from the back pew to the high altar. It was more important to see the priest during the homily than to hear him. The rosary people pressed on regardless through to the final amen.

Enter...Vatican II, Liturgical reform, Mass in vernacular, facing the assembly... but no one can really remedy the church structures/buildings that were never designed for -- full active conscious participation in the liturgy and have merely been 'adapted' to that purpose. New constructions take that in a bit more.  
I waited to see if someone would recognize Vatican II factor.",0,-3.6916333222046793,3.6916333222046793
1463,"To Branko and Co, this is wonderful news and I wish you all the best in your endeavours - this country is crying out for more top-notch investigative journalism, so I for one will be holding supporting your work as best I can on my own limited means.

Best of luck for the future, Scorpios!!",0,-3.674354769236663,3.674354769236663
1306,No worries. They're not needed anyway.,0,-3.673036965108788,3.673036965108788
152,Trump would call Dumbowski an ugly pig and a nasty woman.,1,3.672359786119647,3.672359786119647
4138,"The place of Eucharist in the process of Initiation is not realized by most Catholics. The progressive role of the Spirit in Baptism, Confirmation, Eucharist should be more apparent.  Eucharist is the repeatable part of Baptism; every Eucharist starts with Baptism
Few Catholics see the inner dynamic of the Eucharist (Gathering / Story Telling / Meal Sharing / Commissioning.  For many it is still Offertory-Consecration-Communion.

3. The Story Telling (Liturgy of the Word) and the homily remain ""poor country cousins"" to receiving Communion, which is the ""main reason why we came to church.""

4. Real Presence is still exclusively associated with the bread to the detriment of the assembly and the Scripture. The Psalter remains a ""foreign book"" to most Catholics.

5. The language of the prayers is much more the language of sacrifice (Good Friday) than meal language (Holy Thursday).

6. In practice the epiclesis still occupies a place of second rank to the institution narrative",0,-3.634847301926574,3.634847301926574
3312,"After over 200 years of the poems, then songs, existence, someone who only had an agenda and nothing more, decided to tell the left that they had found an obscure verse that everyone should know about?   Is that about right?",0,-3.6290546119783995,3.6290546119783995
923,The parents want to use their own money they raised online.,0,-3.6278903130939977,3.6278903130939977
4063,"What does Clarence Thomas have to do with joe Biden's actions? Thomas went to a non profit conference in 2008? How many other justices have gone to conferences or have given speeches at non profits? Almost all of them have at Ideological non profits, both left and right, so what? And based on your amounts and the timeline you provide, 18 years, the Koch Foundation has given The Federalist Society a whopping $105,555 a year. So how much have George Soros and Warren Buffett have given to left wing non profits in the same time frame?",0,-3.6078038256419065,3.6078038256419065
217,"Why are rednecks such ignorant morons?  Any idiot who goes and decides to take it in their own hands, violently, will end up shot violently like the fool that they are and then really cause their family financial problems. 

I'm sorry but just because Clinton supporters don't walk around chanting her name & acting ignorant doesn't mean they don't exist, they just aren't going all loud & idiotic like trump supporters. ""Literally looking like something out of ferguson, so much for the bs ideal that white people don't riot"" 

I hope they aren't this dumb come nov 8th because I'm sorry but he's going to lose.  The truth is that the majority of trump supporters can't vote because they're felons, haven't registered and/or don't believe they should have too, or are too small a # to win an election.  Too many influential people are voting for Clinton and their followers are voting along with them. That's reality.  I'm not a fan of either of these clowns but at this rate even I'd let her win.",1,3.599987001213531,3.599987001213531
3025,Fr. Curran writes an excellent article that touches on the basic questions dividing many Catholics today. Can 'Doctrine' change? And MUST doctrine change if greater knowledge and understanding develop?,0,-3.5869793845618796,3.5869793845618796
2970,"Troop 480 has a webpage with info on the area they service.

https://sites.google.com/a/troop480.com/troop-480-home/home/treerecycle

Cub Scouts, Boy Scouts & Venture Crews throughout the area are involved and will be collecting tree's.",0,-3.5132593905171925,3.5132593905171925
3572,So what is the contact information for this academy?,0,-3.488419052217588,3.488419052217588
1715,Worst hate crime against whites.,1,3.4737361863801777,3.4737361863801777
3695,"Jim, I remember a while back NCR did an article on the Catacombe Pact. A secret gathering of Bishops and Cardinals in the Catacombes where they promised to do all they could to promote the Jesus of the Gospels and build a Church which was more loving, compassionate, forgiving etc.. to restore to the Church the face of Christ. Helder Camera was apparently present, as were many Latin/South American Bishops. Pope Francis knew men who were present at that Mass and reportedly signed up to that pact. The way he led his life as Cardinal and Bishop would indicate that this is true. 

We all know that he lives amongst wolves and we also know that he is having to tread carefully on certain matters, but for the first time in my adulthood, I feel a tremendous sense of hope. 

Long live Pope Francis!",0,-3.4551562182179145,3.4551562182179145
1639,"I've read through the bible more than once and spent hundreds of hours in meetings with others who also read the bible.   It is not a simple answer unless you take every word at face value.  Jesus himself seldom lectured but often posed parables and conundrums to both the unchurched and the scriptural experts.   He taught that we all had access to agape' love, not just the few who could recite the rules.     

Faith is not passive, it's an active search by each of us.  Jesus turned the hierarchy and expectation of the Jewish faith upside down.     You might find it fun to take your faith with serious intention and share with others who believe in the guidance of the Spirit and living revelation.   

The  God of Jesus teaching was not found in the walls of a church with a preacher teaching 'the law'.  Jesus taught an inclusive faith driven by love, not an exclusionary faith driven by judgement.

 You're welcome to choose your own course to happiness,  We are each uniquely made.",0,-3.4538998160791596,3.4538998160791596
2765,Did your parents have any children that lived?,0,-3.4495599718429695,3.4495599718429695
2976,"Jesus spoke of the following Him and the coming Kingdom of God. The Kingdom includes a consciousness of social justice, peace, and inclusion. God's Love is not something we earn or deserve by being good. It is a free gift. Jesus taught us a way of life of loving God and others as God loves us. It is showing mercy, compassion, forgiveness, and helping and healing others. It is both a personal and community mission. The early followers sold everything  they owned in order to help the more needy in their community. Recently, every parish in our area have developed their mission statement which describes their community based goals. It is part of belonging to the Kingdom of God.",0,-3.444418397784749,3.444418397784749
2210,"The Holy Spirit speaks to, among many others, any Council, but the essential ingredient is who listens?  That is why Councils do indeed get it wrong at times, just as every part of the Church has from time to time throughout our history been very wrong as well.",0,-3.423064627397034,3.423064627397034
1997,"""Karina Gould, who was parliamentary secretary to the international development minister, will take over Democratic Institutions from Maryam Monsef, who was demoted to Status of Women.""

Well there's an upgrade. Until the day she was elected Karina Gould never held a full time job, nor had she ever lived outside her parents' home. Does Junior go out of his way to find unqualified ministers or what?",0,-3.4223513128939453,3.4223513128939453
3641,"In fact such letters were written all the time, going back into the last century, and the answers published and indexed annually.

What is unusual in the current situation is that (a) neither a response nor a non reply was forthcoming, and (b) that there were multiple ""leaked"" documents from authorities, including the Holy Father himself, that seemed to say multiple things.

While I understand that ""leaking"" supposedly confidential documents has been part of the intramural games played in the Church since the early 1960s, they have not heretofore included papal responses.",0,-3.4212222126264606,3.4212222126264606
3659,"When healing people, Jesus called forth the Faith of those being healed.  Jesus 'needed' the faith of people to bring about healing.  The whole concept of John's Gospel is about showing to the READERS, the importance of faith-- -just a few examples the faith of the royal official, the faith of the Syro-Phoenician woman [who wouldn't take a ""NO' from Jesus].  Jesus needed human cooperation from us.  Jesus did not impose anything on us from above.

In the Gospel of Matthew, Jesus healed two blind men---but first he asked them ""Do you believe that I am able to do this?"" They said to him, ""Yes, Lord,"" Then he touched their eyes and said, ""According to your faith let it be done to you"". [Matthew 9:28-30].

God does not treat humanity like we are puppets.  God works in cooperation with us",0,-3.4152089005533233,3.4152089005533233
1213,"I've noticed many of my friends on the left and right display  nearly identical behavioral characteristics when it comes strongly held beliefs.  It becomes more acute as they move further in either direction.  Reason/facts/empirical evidence/science...all ""out the window"".  

A couple examples come to mind:

=>Creationism 

=>Government can correct every ""cosmic injustice""...every lunch is free.  

It's called DENIALISM!  

“It ain’t what you don’t know that gets you into trouble. It’s what you know for sure that just ain’t so.” Mark Twain",0,-3.4101948746458586,3.4101948746458586
533,I did a reboot and was able to view the video perfectly well.  Thanks to all who replied.,0,-3.404981754657043,3.404981754657043
1626,"But I think that it goes even beyond the generational issue.  Why would anyone ask someone about another group of people, with whom the first has no contact?  
I think that questionnaires ought to be directed at the group about which one wants to find out.  
The bishops may have suppositions about why others do things, but they don't know, without asking them.  Asking the bishops to devise a method to question young people who are not in church to begin with seems to be a rather odd proposition.  Wouldn't it be better to devise a way to question those young people directly?
But, of course, I am presupposing that the Vatican, or anyone else in the institutional Church actually wants to know.  It seems to me that they are happier in their own universe, with their current suppositions.",0,-3.377560904229429,3.377560904229429
1242,DANG!,0,-3.3639345157999507,3.3639345157999507
126,"Trump is definitely a worthless stain on America.
He's definitely a sick, fascist, white supremacist traitor.",1,3.3596147990735936,3.3596147990735936
4051,"Watch the Bronco game last Sunday.  Stadium looked just as full as it ever does.

You stand for the Anthem today?",0,-3.332177012666488,3.332177012666488
3688,"WRONG!
That refers to LEGISLATIVE powers, meaning only the House and Senate can legislate. The other two branches can't. The government as a whole derives its power from the people.

""How could both the national government and the states exercise sovereignty?  For Madison the answer was quite simple: all the power ultimately derived from a third entity: the people. Neither the national or state governments were truly self-governing. Both derived their authority from the consent of the governed.  The opening phrase of the preamble of the Constitution--""We the people of the United States""--reflected the conviction that the new government derived its power from the citizens.""

Source: The Everything Founding Fathers Book: All you need to know about the men who shaped America, by Meg Greene, Paula Stathakis, page 43",0,-3.3151543254424487,3.3151543254424487
1902,"Although he was a deist, Thomas Jefferson who first used the term ""separation between church and state,"" believed that this was to protect religion from the state rather than to protect the state from religion.  Although he was a deist, he felt that religion was an important actor in society, which has much to offer America.",0,-3.3117763646832357,3.3117763646832357
1205,"Is it possible, even remotely, the he and or the Spirit, are opening up the rhetoric to truth and appropriate actioning?",0,-3.2941914346644494,3.2941914346644494
1080,"Some people have gotten too good at both sensing AH, and even more urgently wanting others to know that they know some easy latin jargon. 

Please provide your evidence of a single place where I have made a direct AH, leave aside any comment that uses collective nouns.   ""Repeatedly""..should be rather easy for you.   Now search. 

Until then you have no credibility or basis to dialog with me.",0,-3.292304000862738,3.292304000862738
3320,"Bison are bison.  The 1928 re-introduction of Bison was to provide for saving the species wiped out by hunters for profit and government  in the 19th Century.  Plains Bison were the only species available for transplant to re-establish Bison in the same area they had thrived in for millenniums.  None of your comments have any factual content and are just false.  The only harvest of these bison should be for subsistence.  The lottery removes any aspect of subsistence in favor of the ""sport"" hunter.  Airplanes can spot the herds which will not move from an area until the feed runs out, so same day ban has no relevance.  Off road vehicles can be used without restriction to travel throughout the hunting area.  No need for roads.  Oil revenues used by the state created the implantation of barley farming into the area with no historical existence.  Your last sentence have no relevance and are just false in structure and content.  Give it up.",0,-3.288410859735984,3.288410859735984
3767,"Looking at some of the earliest writings of the Church, such as the Didache (~70 AD) and the 1st Epistle of Clement to the Corinthians (~92AD), as well as the New Testament writings, it would appear the church by that time had a fairly uniform organizational & liturgical structure. This included bishops (episkopoi, “overseers”), priests (presbuteroi, “elders”) & deacons (diakonoi, “servants) By the mid 2nd century, the basic NT Canon had been established, as noted in the Muratorian Canon (~160 AD).

So within about 70 years after the Resurrection, there was an organization communicating across the Mediterranean. Not the type of an organization waiting for the end of the world.

While the persecution by Nero was bloody, it was thankfully brief. So from about 70 to 90 AD, no persecutions are noted, until for some reason Domitian initiated a series of persecutions.",0,-3.2806559432218076,3.2806559432218076
1391,"Doing a search of my fathers name I came across this article. I am Herb Warrick's only daughter. Amazingly, what Don Ostrand said, that he down played his importance, is an under statement. I didn't even know this museum existed until 10 years before he died. He was definitely a humble man. My father, and his second wife, Ramona, who also worked for the phone company with my dad, were the rocks of this family. They were married over 35 years. She was the love of his life. Together they made this museum happen. I miss him dearly.",0,-3.271758965421042,3.271758965421042
866,We are talking about the difference between individuals and institutions,0,-3.255887809793874,3.255887809793874
2534,"R&R, there is no ""perhaps."" Manuscript liturgical books are the strongest possible evidence for past practice. Ultimately the issue is the West's lack of insight into Byzantine practice (the Orthodox, on the basis of their understanding of their own liturgical books, have restored the female diaconate, and Orthodoxy in general is far more conservative that the West). 

It is crucially important to understand that prior to the schism of 1054, Christians were aware of and fully accepted each others divergent sacramental practices. The loss of one of what JP2 called the ""two lungs"" of Christianity in that schism has contributed to a narrowing of perspective in both the East and West. 

Conservative in both camps are flat out against reunification because of petty charges of heresy against the other camp. Progressive in both camps yearn for and foresee eventual reunification.

Given Christ's plaintive plea that we might be one, which group is more likely to be being led  by the Spirit?",0,-3.255465596064127,3.255465596064127
1654,"we acknowledge a crisis of confidence in the Board of Trustees and the administration amid the disclosure of the financial status of the College . . . . Rest assured, when the funds are successfully raised, they will not be released until the leadership of the Board of Trustees and the administration are replaced—Saint Joseph's College Alumni Association Board of Directors

Reflections from Liturgy of the Word, Reading 79, Seventh Sunday in Ordinary Time A  Fortunately, “the Lord is kind and merciful” (Psalm 103:8a).  “Though you may have to reprove your fellow citizen, do not incur sin because of him” (Leviticus 19:17).  “for the temple of God, which you are, is holy” (1 Corinthians 3:17).  “So be perfect, just as your heavenly Father is perfect’ (Matthew 5:48).",0,-3.2526052879226395,3.2526052879226395
2380,"Thanks, John David.
I hope all is well with you.  I will send you a note, so no need to reply here.",0,-3.2449214316275756,3.2449214316275756
1613,"You seem to have missed the wood for the trees. 
What's ""left"", after what you say is the main point here, is the real main point:- Bringing the people to Jesus.
See for example today's article, reporting Pope Francis's morning homily.
Here's an extract:-
""The mediator loses himself to unite the two sides, he gives his life, himself,"" the pope said. ""That's the price: you pay with your very life, your tiredness,"" in order to ""unite the flock, unite the people and bring them to Jesus.""
Unity. Jesus. To be meditated upon.",0,-3.242732313143792,3.242732313143792
4116,"""Living Wage"" is a term in Catholic social teaching, going back to Leo XIII's Rerum Novarum, -- which says that a ""workman's wages be sufficient to enable him comfortably to support himself, his wife, and his children"".

This was echoed in 1931 by Pius XI in his Quadragesimo Anno, ""In the first place, the worker must be paid a wage sufficient to support him and his family"".

More recently, in 1991, John Paul II issued Centesimus Annus, which says, ""If through necessity or fear of a worse evil the workman accepts harder conditions because an employer or contractor will afford no better, he is made the victim of force and injustice"". He says that the rights of the worker ""include a sufficient wage for the support of the family, social insurance for old age and unemployment, and adequate protection for the conditions of employment.""

Note that all three were speaking of worker's rights.",0,-3.2416692861322423,3.2416692861322423
1692,"LW1, Amy should have told her to invite her daughter on morning walks, Zumba classes, join a gym together. Changing only nutrition and not bringing in an exercise regimen will have minimal effect on weight unless the daughter is eating like a Sumo wrestler, which I doubt. She's probably sedentary and doesn't eat as much as you might think. The addition of weight training 3x/week + a few cardio classes will strip off the weight. Granny needs to get her butt moving too. Strange how Granny made no mention of exercise, and neither did Amy. Hello??",0,-3.2401506816327235,3.2401506816327235
1214,"Yes hc lost but my US financial stocks are up large since the election.

How did you benefit?",0,-3.2332778800975674,3.2332778800975674
697,Cool,0,-3.226646181591301,3.226646181591301
2859,"""Last weekend, conservative evangelicals and Catholics gathered for the annual Values Voter Summit.""

Too bad that the Summit did not start with the Lord's Prayer which Tertullian said ""is a summary of the whole Gospel"" or perhaps meditations on true Christian values in the Sermon on the Mount in Matthew's Gospel and Matthew 25:31-46.",0,-3.2222220040992338,3.2222220040992338
2535,"My mother was diagnosed with ALS in May 2016. Her doctor put her on riluzole, letting her know there was no cure but the medication might provide her a few more months of delayed symptoms. ALS progresses at different rates and affects different body parts first. My mother, being 73 at the time, fell into a category of what they call ""fast progression"" (older female). Her arms weakened first, then her hands, her mouth, and throat, and finally her lungs. Throughout her two-and-a-half-year ordeal, she was able to walk with assistance nothing was really working to help her condition.I took her off the riluzole (with the doctor’s knowledge) and started her on amyotrophic lateral sclerosis herbal formula i ordered from Health Herbal Clinic, her symptoms totally declined over a 5 weeks use of the ALS disease natural herbal formula. She's now almost 75 and doing very well, the disease is totally reversed!! Visit there website www. healthherbalclinic. net",0,-3.2220237513689867,3.2220237513689867
2888,"How about ""for us men and for our salvation"" Why not include men AND women in the texts? Jane Francisco",0,-3.2189093200906367,3.2189093200906367
455,With more competition will prices come down?,0,-3.2059261683008087,3.2059261683008087
2062,"What has changed since 1842? When Benjamin Disraeli (later UK prime minister) wrote a novel ""Sybil, or The Two Nations"" - ""the rich and the poor.""",0,-3.202918569594658,3.202918569594658
3527,"Hi Emily,

I worked with your father about ten years ago. He was a great guy and when I knew him I can resolutely say he was an honest man always looking out for his clients. In fact that was one of the things that always stuck with me when I left to pursue different opportunities, treat your clients right. I am very sad to hear this news today and my condolences are with you and your family.

Jacob Szeto",0,-3.1841047297421348,3.1841047297421348
1668,"No.  The document Unitatis Redintegratio actually states the opposite -- namely, that a change of mind and heart is REQUIRED to proceed from the old ""bunker theology"" to which the hierarchy had retreated because it fancied itself under attack.  Not just a few bishops today effectively disavow this teaching, as they believe that ""bunker theology"" acts as a corrective to papal actions which are contrary to the ""same old sameold,"" the ""orthodox Catholicism"" that still speaks to the right wing.  That Concilium Tridentinum was unsuccessful in reuniting the church is self evident from five hundred years of post-Reformation history, which it will repeat unless and until the requisite change of mind and heart is forthcoming.",0,-3.176081031980129,3.176081031980129
3009,"The parts of the celebration you mention are all outside the Eucharistic Prayer proper.

As to “(w)e can assign more if we wish to”, the Eucharist Prayer itself is for the celebrant only.

The congregation responds to the Sursum Corda and says the Memorial Acclamation only.

This is theologically driven - the priest alone is the celebrant - and has been topic of a number of instructions over the years.",0,-3.1721376659331098,3.1721376659331098
1021,"The Haitians have integrated very well, and there is a lot of solidarity with Haiti in the population and the media, so yes, that may be a factor.",0,-3.1689453394352403,3.1689453394352403
2221,"Amy's advice is too limited.  Daughter could get a court order naming her as conservator of her mother, thus giving her the power to make changes  she thinks are for her mother's safety.  Of course any other placement, as in a senior facility, would have to be vetted VERY carefully since this means potentially depriving mother of her freedom.

It would seem more sensible to hire a RESPONSIBLE caregiver to live in the home.  Someone who could organize body cleanliness, shopping; all the daily minutiae   Also, the right person could provide  companionship.  I would try this first if my isolated parent were in that situation.",0,-3.168856638121066,3.168856638121066
867,"3B JD - one more year - should be traded - often on DL
SS Tulo - often injured and over the hill
2B Travis - good the odd time he is not injured
1B Smoak - fading lately - a one year wonder?
LF Pearce - journeyman 4th outfielder
CF Pillar - great defense, spotty offense
RF Hernandez - unproven, who knows?
C Martin - see Tulo
DH Morales - slow but adequate

Sanchez - a big question mark
Stroman - the ace
Happ - has reverted to career numbers
Estrada - ditto
Anderson - unproven

Osuna - lots of saves, lots blown
Tepara - good 8th inning guy
Barnes - adequate middle guy
Ramirez - has been good but small sample size
Mayza - ditto
Biagini - better in relief than as a starter

Leone - best reliever - you forgot him

One need rose coloured glasses to see the above group as a serious contender.  Last place again is much more likely.",0,-3.166295734682483,3.166295734682483
469,The fact that Cedric Hayden wants to increase logging and Fergus McLean wants to help restore our public forests and help make them more resilient and stop the sale of the Elliott State forest speaks volumes to me.  McLean for District 7!,0,-3.145962735409517,3.145962735409517
2901,"Congratulations to this young lady! Keep up the excellent work, good luck at nationals and may you go far in life with this valuable trade skill.",0,-3.1423573921388375,3.1423573921388375
269,"""It is truly mind-boggling. And to try and understand the mentality of those voters who put these people in office......auwe!""

Millions of us said the same thing about the absolute failure those like you voted into office TWICE! YOU elected a unskilled, moronic racist on the pretense that he was 'black' NOT because he had ANY experience at doing anything of value. He had never even had a real job! So slamming Trump for your bogus reasons kinda makes YOU and your sad buddies look like total fools...  Surprise, surprise..",1,3.131241784216777,3.131241784216777
2527,"We've also had a good number of saints who were either threatened with excommunication or who were excommunicated.  Too often the one doing the excommunicating is doing it for a personal or political reason.  It has nothing to do with failure to be a Good Catholic.  Often, the one who is excommunicated is/was a better Catholic than the bishop issuing the excommunication.",0,-3.1296469749606763,3.1296469749606763
1828,"Is it really that difficult to set up an RRSP account?

I hope for much more providence in my future than merely having saved the half hour or so involved in opening her RRSP when not so 'busy'. 

I'd bet she could have opened a RRSP account in the time she used for this interview.",0,-3.126630053879528,3.126630053879528
2026,"For a factual account of the history, design, construction, funding and gifting of the Statue of Liberty, Wikipedia is a good place to start. The article there provides ample documentation to contemporary sources. The Statue was a gift of the French people, through their government and private persons and groups, to the people of the United States, accepted in their name by their president. Some of the persons involved were Masons. The plaque at the cornerstone (on which appears Emma Lazarus' poem) was donated by the Masons. For the love of God, so what?",0,-3.1087656434112523,3.1087656434112523
354,Quelle surprise!,0,-3.1073635060554787,3.1073635060554787
929,"It's notable how all sides avoid a frank discussion of issues when protecting their turf.
The nuclear ""subsidies"" are based on the social cost of carbon. If you agree in the validity of a social cost of carbon and that the referenced basis of the price is a good source, you should agree what is being subsidized are the coal and gas-fired power plants not being charged the cost.
On the renewables team, there is a repeated mantra about renewables lowering wholesale market prices - but this rarely reduces prices for end-consumers. It creates other markets (such as those for capacity), and increases spending to transmission.
Quotas for shares of generation drove the growth of wind and solar, which has gutted the price for all other generators. 
Were there quotas for share from nuclear, nuclear would be doing well.

Recognize a price for carbon is being called a subsidy by nominally green lobby groups.",0,-3.093766587718588,3.093766587718588
3351,I surely appreciate Mr. Masarira's analysis. It underlines for me the sociological realities that complicate our existance as a world church.,0,-3.091719711723732,3.091719711723732
2350,"I read the article, but can't find any serious analysis o support Mr. Reguly's feelings or thoughts.  How about citing the results from some of the basic income studies done.  There must be many of them, as Mr. Reguly notes in his column.  Can we have a column that is informative, and not a rant?",0,-3.0915217601647362,3.0915217601647362
3262,"Dear Sr. Rose... it is Pentecost! and I've been given a gift and thought immediately to share it with you. It is more on the hero's journey when taken by a woman. I've just finished viewing on Amazon, Many Beautiful things. It is the 'hero's journey taken by a woman, and the woman is Lilias Trotter. She was a contemporary of John Ruskin and more than that I will not say for she is a woman who doesn't 'summarize' easily.  At the very end, there is a bit of her own words as she describes the giving of a dandelion... It is what a woman gives, what she brings! 

The film itself comes from Kurosawa Productions and is of a quality I have never seen before -- it is such a celebration of beauty! 

And Lilias Trotter well could have been kin to Charles Foucauld for her love of people, the desert, and in them her love of God bore such fruit.

Saving the world by beauty
Peace and all good on this Pentecost...
Be Peace",0,-3.0901254228165165,3.0901254228165165
609,"DC, My guess is that you know many of Former President Roosevelt's New Deal policies were begun by former president Herbert Hoover.",0,-3.084129000821417,3.084129000821417
